Hidden Layers,Activation,Epochs,Learning Rate,Batch Size,Accuracy
"[32, 16, 8]",Linear,100,1.0,256,83.41463414634147
"[32, 16, 8]",Linear,100,1.0,512,84.8780487804878
"[32, 16, 8]",Linear,100,0.1,16,83.41463414634147
"[32, 16, 8]",Linear,100,0.1,32,81.95121951219512
"[32, 16, 8]",Linear,100,0.1,64,77.5609756097561
"[32, 16, 8]",Linear,100,0.1,128,80.48780487804878
"[32, 16, 8]",Linear,100,0.1,256,79.51219512195122
"[32, 16, 8]",Linear,100,0.1,512,84.39024390243902
"[32, 16, 8]",Linear,100,0.01,16,80.97560975609755
"[32, 16, 8]",Linear,100,0.01,32,80.97560975609755
"[32, 16, 8]",Linear,100,0.01,64,82.92682926829268
"[32, 16, 8]",Linear,100,0.01,128,81.46341463414635
"[32, 16, 8]",Linear,100,0.01,256,82.4390243902439
"[32, 16, 8]",Linear,100,0.01,512,82.92682926829268
"[32, 16, 8]",Linear,100,0.001,16,81.95121951219512
"[32, 16, 8]",Linear,100,0.001,32,80.97560975609755
"[32, 16, 8]",Linear,100,0.001,64,80.97560975609755
"[32, 16, 8]",Linear,100,0.001,128,81.46341463414635
"[32, 16, 8]",Linear,100,0.001,256,80.0
"[32, 16, 8]",Linear,100,0.001,512,80.97560975609755
"[32, 16, 8]",Linear,100,0.0001,16,80.97560975609755
"[32, 16, 8]",Linear,100,0.0001,32,80.97560975609755
"[32, 16, 8]",Linear,100,0.0001,64,81.46341463414635
"[32, 16, 8]",Linear,100,0.0001,128,81.46341463414635
"[32, 16, 8]",Linear,100,0.0001,256,81.46341463414635
"[32, 16, 8]",Linear,100,0.0001,512,80.97560975609755
"[32, 16, 8]",Linear,250,10.0,16,83.41463414634147
"[32, 16, 8]",Linear,250,10.0,32,82.92682926829268
"[32, 16, 8]",Linear,250,10.0,64,72.6829268292683
"[32, 16, 8]",Linear,250,10.0,128,69.26829268292683
"[32, 16, 8]",Linear,250,10.0,256,79.02439024390245
"[32, 16, 8]",Linear,250,10.0,512,79.02439024390245
"[32, 16, 8]",Linear,250,1.0,16,79.51219512195122
"[32, 16, 8]",Linear,250,1.0,32,81.95121951219512
"[32, 16, 8]",Linear,250,1.0,64,78.04878048780488
"[32, 16, 8]",Linear,250,1.0,128,85.36585365853658
"[32, 16, 8]",Linear,250,1.0,256,84.8780487804878
"[32, 16, 8]",Linear,250,1.0,512,60.48780487804878
"[32, 16, 8]",Linear,250,0.1,16,84.39024390243902
"[32, 16, 8]",Linear,250,0.1,32,85.36585365853658
"[32, 16, 8]",Linear,250,0.1,64,80.48780487804878
"[32, 16, 8]",Linear,250,0.1,128,81.46341463414635
"[32, 16, 8]",Linear,250,0.1,256,81.46341463414635
"[32, 16, 8]",Linear,250,0.1,512,82.92682926829268
"[32, 16, 8]",Linear,250,0.01,16,81.46341463414635
"[32, 16, 8]",Linear,250,0.01,32,82.92682926829268
"[32, 16, 8]",Linear,250,0.01,64,80.97560975609755
"[32, 16, 8]",Linear,250,0.01,128,81.95121951219512
"[32, 16, 8]",Linear,250,0.01,256,80.97560975609755
"[32, 16, 8]",Linear,250,0.01,512,80.97560975609755
"[32, 16, 8]",Linear,250,0.001,16,80.97560975609755
"[32, 16, 8]",Linear,250,0.001,32,80.97560975609755
"[32, 16, 8]",Linear,250,0.001,64,80.48780487804878
"[32, 16, 8]",Linear,250,0.001,128,82.4390243902439
"[32, 16, 8]",Linear,250,0.001,256,82.4390243902439
"[32, 16, 8]",Linear,250,0.001,512,80.97560975609755
"[32, 16, 8]",Linear,250,0.0001,16,80.97560975609755
"[32, 16, 8]",Linear,250,0.0001,32,80.97560975609755
"[32, 16, 8]",Linear,250,0.0001,64,80.97560975609755
"[32, 16, 8]",Linear,250,0.0001,128,80.97560975609755
"[32, 16, 8]",Linear,250,0.0001,256,79.51219512195122
"[32, 16, 8]",Linear,250,0.0001,512,81.95121951219512
"[32, 16, 8]",ReLU,1,10.0,16,51.21951219512195
"[32, 16, 8]",ReLU,1,10.0,32,48.78048780487805
"[32, 16, 8]",ReLU,1,10.0,64,51.21951219512195
"[32, 16, 8]",ReLU,1,10.0,128,37.5609756097561
"[32, 16, 8]",ReLU,1,10.0,256,48.78048780487805
"[32, 16, 8]",ReLU,1,10.0,512,48.78048780487805
"[32, 16, 8]",ReLU,1,1.0,16,48.78048780487805
"[32, 16, 8]",ReLU,1,1.0,32,48.78048780487805
"[32, 16, 8]",ReLU,1,1.0,64,47.80487804878049
"[32, 16, 8]",ReLU,1,1.0,128,71.21951219512195
"[32, 16, 8]",ReLU,1,1.0,256,50.24390243902439
"[32, 16, 8]",ReLU,1,1.0,512,48.78048780487805
"[32, 16, 8]",ReLU,1,0.1,16,76.09756097560975
"[32, 16, 8]",ReLU,1,0.1,32,79.51219512195122
"[32, 16, 8]",ReLU,1,0.1,64,80.97560975609755
"[32, 16, 8]",ReLU,1,0.1,128,86.82926829268293
"[32, 16, 8]",ReLU,1,0.1,256,82.4390243902439
"[32, 16, 8]",ReLU,1,0.1,512,80.0
"[32, 16, 8]",ReLU,1,0.01,16,79.51219512195122
"[32, 16, 8]",ReLU,1,0.01,32,83.41463414634147
"[32, 16, 8]",ReLU,1,0.01,64,81.95121951219512
"[32, 16, 8]",ReLU,1,0.01,128,80.97560975609755
"[32, 16, 8]",ReLU,1,0.01,256,76.58536585365853
"[32, 16, 8]",ReLU,1,0.01,512,48.78048780487805
"[32, 16, 8]",ReLU,1,0.001,16,80.48780487804878
"[32, 16, 8]",ReLU,1,0.001,32,56.58536585365854
"[32, 16, 8]",ReLU,1,0.001,64,66.34146341463415
"[32, 16, 8]",ReLU,1,0.001,128,55.1219512195122
"[32, 16, 8]",ReLU,1,0.001,256,51.21951219512195
"[32, 16, 8]",ReLU,1,0.001,512,48.78048780487805
"[32, 16, 8]",ReLU,1,0.0001,16,51.21951219512195
"[32, 16, 8]",ReLU,1,0.0001,32,51.21951219512195
"[32, 16, 8]",ReLU,1,0.0001,64,45.36585365853659
"[32, 16, 8]",ReLU,1,0.0001,128,51.21951219512195
"[32, 16, 8]",ReLU,1,0.0001,256,51.707317073170735
"[32, 16, 8]",ReLU,1,0.0001,512,48.78048780487805
"[32, 16, 8]",ReLU,10,10.0,16,48.78048780487805
"[32, 16, 8]",ReLU,10,10.0,32,51.21951219512195
"[32, 16, 8]",ReLU,10,10.0,64,51.21951219512195
"[32, 16, 8]",ReLU,10,10.0,128,48.78048780487805
"[32, 16, 8]",ReLU,10,10.0,256,52.19512195121951
"[32, 16, 8]",ReLU,10,10.0,512,51.21951219512195
"[32, 16, 8]",ReLU,10,1.0,16,48.78048780487805
"[32, 16, 8]",ReLU,10,1.0,32,53.170731707317074
"[32, 16, 8]",ReLU,10,1.0,64,51.21951219512195
"[32, 16, 8]",ReLU,10,1.0,128,48.78048780487805
"[32, 16, 8]",ReLU,10,1.0,256,48.78048780487805
"[32, 16, 8]",ReLU,10,1.0,512,48.78048780487805
"[32, 16, 8]",ReLU,10,0.1,16,90.2439024390244
"[32, 16, 8]",ReLU,10,0.1,32,86.82926829268293
"[32, 16, 8]",ReLU,10,0.1,64,88.29268292682927
"[32, 16, 8]",ReLU,10,0.1,128,91.21951219512195
"[32, 16, 8]",ReLU,10,0.1,256,93.17073170731707
"[32, 16, 8]",ReLU,10,0.1,512,87.8048780487805
"[32, 16, 8]",ReLU,10,0.01,16,97.07317073170732
"[32, 16, 8]",ReLU,10,0.01,32,94.14634146341463
"[32, 16, 8]",ReLU,10,0.01,64,97.5609756097561
"[32, 16, 8]",ReLU,10,0.01,128,94.14634146341463
"[32, 16, 8]",ReLU,10,0.01,256,89.7560975609756
"[32, 16, 8]",ReLU,10,0.01,512,81.95121951219512
"[32, 16, 8]",ReLU,10,0.001,16,88.78048780487805
"[32, 16, 8]",ReLU,10,0.001,32,87.8048780487805
"[32, 16, 8]",ReLU,10,0.001,64,85.36585365853658
"[32, 16, 8]",ReLU,10,0.001,128,80.97560975609755
"[32, 16, 8]",ReLU,10,0.001,256,48.78048780487805
"[32, 16, 8]",ReLU,10,0.001,512,72.6829268292683
"[32, 16, 8]",ReLU,10,0.0001,16,76.09756097560975
"[32, 16, 8]",ReLU,10,0.0001,32,58.048780487804876
"[32, 16, 8]",ReLU,10,0.0001,64,48.78048780487805
"[32, 16, 8]",ReLU,10,0.0001,128,51.21951219512195
"[32, 16, 8]",ReLU,10,0.0001,256,51.21951219512195
"[32, 16, 8]",ReLU,10,0.0001,512,51.21951219512195
"[32, 16, 8]",ReLU,25,10.0,16,51.21951219512195
"[32, 16, 8]",ReLU,25,10.0,32,51.21951219512195
"[32, 16, 8]",ReLU,25,10.0,64,48.78048780487805
"[32, 16, 8]",ReLU,25,10.0,128,51.21951219512195
"[32, 16, 8]",ReLU,25,10.0,256,51.21951219512195
"[32, 16, 8]",ReLU,25,10.0,512,48.78048780487805
"[32, 16, 8]",ReLU,25,1.0,16,48.78048780487805
"[32, 16, 8]",ReLU,25,1.0,32,48.78048780487805
"[32, 16, 8]",ReLU,25,1.0,64,48.78048780487805
"[32, 16, 8]",ReLU,25,1.0,128,51.21951219512195
"[32, 16, 8]",ReLU,25,1.0,256,48.78048780487805
"[32, 16, 8]",ReLU,25,1.0,512,51.21951219512195
"[32, 16, 8]",ReLU,25,0.1,16,80.0
"[32, 16, 8]",ReLU,25,0.1,32,85.85365853658537
"[32, 16, 8]",ReLU,25,0.1,64,83.90243902439025
"[32, 16, 8]",ReLU,25,0.1,128,92.6829268292683
"[32, 16, 8]",ReLU,25,0.1,256,95.60975609756098
"[32, 16, 8]",ReLU,25,0.1,512,98.53658536585365
"[32, 16, 8]",ReLU,25,0.01,16,89.26829268292683
"[32, 16, 8]",ReLU,25,0.01,32,100.0
"[32, 16, 8]",ReLU,25,0.01,64,98.04878048780488
"[32, 16, 8]",ReLU,25,0.01,128,100.0
"[32, 16, 8]",ReLU,25,0.01,256,95.1219512195122
"[32, 16, 8]",ReLU,25,0.01,512,91.21951219512195
"[32, 16, 8]",ReLU,25,0.001,16,96.09756097560975
"[32, 16, 8]",ReLU,25,0.001,32,97.07317073170732
"[32, 16, 8]",ReLU,25,0.001,64,89.7560975609756
"[32, 16, 8]",ReLU,25,0.001,128,85.85365853658537
"[32, 16, 8]",ReLU,25,0.001,256,83.41463414634147
"[32, 16, 8]",ReLU,25,0.001,512,80.97560975609755
"[32, 16, 8]",ReLU,25,0.0001,16,82.92682926829268
"[32, 16, 8]",ReLU,25,0.0001,32,78.53658536585365
"[32, 16, 8]",ReLU,25,0.0001,64,51.21951219512195
"[32, 16, 8]",ReLU,25,0.0001,128,48.78048780487805
"[32, 16, 8]",ReLU,25,0.0001,256,75.1219512195122
"[32, 16, 8]",ReLU,25,0.0001,512,51.21951219512195
"[32, 16, 8]",ReLU,50,10.0,16,48.78048780487805
"[32, 16, 8]",ReLU,50,10.0,32,51.21951219512195
"[32, 16, 8]",ReLU,50,10.0,64,48.78048780487805
"[32, 16, 8]",ReLU,50,10.0,128,51.21951219512195
"[32, 16, 8]",ReLU,50,10.0,256,48.78048780487805
"[32, 16, 8]",ReLU,50,10.0,512,51.21951219512195
"[32, 16, 8]",ReLU,50,1.0,16,51.21951219512195
"[32, 16, 8]",ReLU,50,1.0,32,51.21951219512195
"[32, 16, 8]",ReLU,50,1.0,64,51.21951219512195
"[32, 16, 8]",ReLU,50,1.0,128,48.78048780487805
"[32, 16, 8]",ReLU,50,1.0,256,51.21951219512195
"[32, 16, 8]",ReLU,50,1.0,512,51.21951219512195
"[32, 16, 8]",ReLU,50,0.1,16,82.4390243902439
"[32, 16, 8]",ReLU,50,0.1,32,93.17073170731707
"[32, 16, 8]",ReLU,50,0.1,64,89.26829268292683
"[32, 16, 8]",ReLU,50,0.1,128,91.70731707317073
"[32, 16, 8]",ReLU,50,0.1,256,89.26829268292683
"[32, 16, 8]",ReLU,50,0.1,512,99.51219512195122
"[32, 16, 8]",ReLU,50,0.01,16,99.51219512195122
"[32, 16, 8]",ReLU,50,0.01,32,100.0
"[32, 16, 8]",ReLU,50,0.01,64,100.0
"[32, 16, 8]",ReLU,50,0.01,128,100.0
"[32, 16, 8]",ReLU,50,0.01,256,100.0
"[32, 16, 8]",ReLU,50,0.01,512,99.02439024390245
"[32, 16, 8]",ReLU,50,0.001,16,99.02439024390245
"[32, 16, 8]",ReLU,50,0.001,32,98.53658536585365
"[32, 16, 8]",ReLU,50,0.001,64,99.02439024390245
"[32, 16, 8]",ReLU,50,0.001,128,94.14634146341463
"[32, 16, 8]",ReLU,50,0.001,256,85.36585365853658
"[32, 16, 8]",ReLU,50,0.001,512,82.92682926829268
"[32, 16, 8]",ReLU,50,0.0001,16,86.34146341463415
"[32, 16, 8]",ReLU,50,0.0001,32,82.4390243902439
"[32, 16, 8]",ReLU,50,0.0001,64,68.78048780487805
"[32, 16, 8]",ReLU,50,0.0001,128,67.3170731707317
"[32, 16, 8]",ReLU,50,0.0001,256,51.21951219512195
"[32, 16, 8]",ReLU,50,0.0001,512,51.707317073170735
"[32, 16, 8]",ReLU,100,10.0,16,51.21951219512195
"[32, 16, 8]",ReLU,100,10.0,32,51.21951219512195
"[32, 16, 8]",ReLU,100,10.0,64,51.21951219512195
"[32, 16, 8]",ReLU,100,10.0,128,48.78048780487805
"[32, 16, 8]",ReLU,100,10.0,256,48.78048780487805
"[32, 16, 8]",ReLU,100,10.0,512,51.21951219512195
"[32, 16, 8]",ReLU,100,1.0,16,48.78048780487805
"[32, 16, 8]",ReLU,100,1.0,32,51.21951219512195
"[32, 16, 8]",ReLU,100,1.0,64,51.21951219512195
"[32, 16, 8]",ReLU,100,1.0,128,51.21951219512195
"[32, 16, 8]",ReLU,100,1.0,256,48.78048780487805
"[32, 16, 8]",ReLU,100,1.0,512,51.21951219512195
"[32, 16, 8]",ReLU,100,0.1,16,48.78048780487805
"[32, 16, 8]",ReLU,100,0.1,32,60.0
"[32, 16, 8]",ReLU,100,0.1,64,48.78048780487805
"[32, 16, 8]",ReLU,100,0.1,128,95.60975609756098
"[32, 16, 8]",ReLU,100,0.1,256,98.53658536585365
"[32, 16, 8]",ReLU,100,0.1,512,94.14634146341463
"[32, 16, 8]",ReLU,100,0.01,16,99.02439024390245
"[32, 16, 8]",ReLU,100,0.01,32,100.0
"[32, 16, 8]",ReLU,100,0.01,64,100.0
"[32, 16, 8]",ReLU,100,0.01,128,100.0
"[32, 16, 8]",ReLU,100,0.01,256,100.0
"[32, 16, 8]",ReLU,100,0.01,512,100.0
"[32, 16, 8]",ReLU,100,0.001,16,100.0
"[32, 16, 8]",ReLU,100,0.001,32,100.0
"[32, 16, 8]",ReLU,100,0.001,64,99.02439024390245
"[32, 16, 8]",ReLU,100,0.001,128,100.0
"[32, 16, 8]",ReLU,100,0.001,256,95.1219512195122
"[32, 16, 8]",ReLU,100,0.001,512,90.2439024390244
"[32, 16, 8]",ReLU,100,0.0001,16,88.78048780487805
"[32, 16, 8]",ReLU,100,0.0001,32,84.39024390243902
"[32, 16, 8]",ReLU,100,0.0001,64,84.8780487804878
"[32, 16, 8]",ReLU,100,0.0001,128,82.4390243902439
"[32, 16, 8]",ReLU,100,0.0001,256,79.51219512195122
"[32, 16, 8]",ReLU,100,0.0001,512,51.21951219512195
"[32, 16, 8]",ReLU,250,10.0,16,48.78048780487805
"[32, 16, 8]",ReLU,250,10.0,32,51.21951219512195
"[32, 16, 8]",ReLU,250,10.0,64,48.78048780487805
"[32, 16, 8]",ReLU,250,10.0,128,48.78048780487805
"[32, 16, 8]",ReLU,250,10.0,256,48.78048780487805
"[32, 16, 8]",ReLU,250,10.0,512,48.78048780487805
"[32, 16, 8]",ReLU,250,1.0,16,51.21951219512195
"[32, 16, 8]",ReLU,250,1.0,32,48.78048780487805
"[32, 16, 8]",ReLU,250,1.0,64,51.21951219512195
"[32, 16, 8]",ReLU,250,1.0,128,51.21951219512195
"[32, 16, 8]",ReLU,250,1.0,256,51.21951219512195
"[32, 16, 8]",ReLU,250,1.0,512,51.21951219512195
"[32, 16, 8]",ReLU,250,0.1,16,48.78048780487805
"[32, 16, 8]",ReLU,250,0.1,32,51.21951219512195
"[32, 16, 8]",ReLU,250,0.1,64,81.46341463414635
"[32, 16, 8]",ReLU,250,0.1,128,94.63414634146342
"[32, 16, 8]",ReLU,250,0.1,256,96.58536585365853
"[32, 16, 8]",ReLU,250,0.1,512,100.0
"[32, 16, 8]",ReLU,250,0.01,16,100.0
"[32, 16, 8]",ReLU,250,0.01,32,100.0
"[32, 16, 8]",ReLU,250,0.01,64,100.0
"[32, 16, 8]",ReLU,250,0.01,128,100.0
"[32, 16, 8]",ReLU,250,0.01,256,100.0
"[32, 16, 8]",ReLU,250,0.01,512,100.0
"[32, 16, 8]",ReLU,250,0.001,16,100.0
"[32, 16, 8]",ReLU,250,0.001,32,100.0
"[32, 16, 8]",ReLU,250,0.001,64,100.0
"[32, 16, 8]",ReLU,250,0.001,128,100.0
"[32, 16, 8]",ReLU,250,0.001,256,100.0
"[32, 16, 8]",ReLU,250,0.001,512,99.02439024390245
"[32, 16, 8]",ReLU,250,0.0001,16,96.58536585365853
"[32, 16, 8]",ReLU,250,0.0001,32,92.1951219512195
"[32, 16, 8]",ReLU,250,0.0001,64,89.7560975609756
"[32, 16, 8]",ReLU,250,0.0001,128,87.3170731707317
"[32, 16, 8]",ReLU,250,0.0001,256,82.4390243902439
"[32, 16, 8]",ReLU,250,0.0001,512,81.46341463414635
"[32, 16, 8]",Sigmoid,1,10.0,16,48.78048780487805
"[32, 16, 8]",Sigmoid,1,10.0,32,48.78048780487805
"[32, 16, 8]",Sigmoid,1,10.0,64,48.78048780487805
"[32, 16, 8]",Sigmoid,1,10.0,128,51.21951219512195
"[32, 16, 8]",Sigmoid,1,10.0,256,51.21951219512195
"[32, 16, 8]",Sigmoid,1,10.0,512,51.21951219512195
"[32, 16, 8]",Sigmoid,1,1.0,16,48.78048780487805
"[32, 16, 8]",Sigmoid,1,1.0,32,51.21951219512195
"[32, 16, 8]",Sigmoid,1,1.0,64,48.78048780487805
"[32, 16, 8]",Sigmoid,1,1.0,128,48.78048780487805
"[32, 16, 8]",Sigmoid,1,1.0,256,48.78048780487805
"[32, 16, 8]",Sigmoid,1,1.0,512,51.21951219512195
"[32, 16, 8]",Sigmoid,1,0.1,16,82.92682926829268
"[32, 16, 8]",Sigmoid,1,0.1,32,80.48780487804878
"[32, 16, 8]",Sigmoid,1,0.1,64,85.36585365853658
"[32, 16, 8]",Sigmoid,1,0.1,128,51.21951219512195
"[32, 16, 8]",Sigmoid,1,0.1,256,48.78048780487805
"[32, 16, 8]",Sigmoid,1,0.1,512,48.78048780487805
"[32, 16, 8]",Sigmoid,1,0.01,16,83.90243902439025
"[32, 16, 8]",Sigmoid,1,0.01,32,80.97560975609755
"[32, 16, 8]",Sigmoid,1,0.01,64,81.46341463414635
"[32, 16, 8]",Sigmoid,1,0.01,128,48.78048780487805
"[32, 16, 8]",Sigmoid,1,0.01,256,51.21951219512195
"[32, 16, 8]",Sigmoid,1,0.01,512,48.78048780487805
"[32, 16, 8]",Sigmoid,1,0.001,16,48.78048780487805
"[32, 16, 8]",Sigmoid,1,0.001,32,51.21951219512195
"[32, 16, 8]",Sigmoid,1,0.001,64,51.21951219512195
"[32, 16, 8]",Sigmoid,1,0.001,128,48.78048780487805
"[32, 16, 8]",Sigmoid,1,0.001,256,51.21951219512195
"[32, 16, 8]",Sigmoid,1,0.001,512,51.21951219512195
"[32, 16, 8]",Sigmoid,1,0.0001,16,48.78048780487805
"[32, 16, 8]",Sigmoid,1,0.0001,32,48.78048780487805
"[32, 16, 8]",Sigmoid,1,0.0001,64,51.21951219512195
"[32, 16, 8]",Sigmoid,1,0.0001,128,48.78048780487805
"[32, 16, 8]",Sigmoid,1,0.0001,256,51.21951219512195
"[32, 16, 8]",Sigmoid,1,0.0001,512,48.78048780487805
"[32, 16, 8]",Sigmoid,10,10.0,16,48.78048780487805
"[32, 16, 8]",Sigmoid,10,10.0,32,48.78048780487805
"[32, 16, 8]",Sigmoid,10,10.0,64,51.21951219512195
"[32, 16, 8]",Sigmoid,10,10.0,128,51.21951219512195
"[32, 16, 8]",Sigmoid,10,10.0,256,51.21951219512195
"[32, 16, 8]",Sigmoid,10,10.0,512,51.21951219512195
"[32, 16, 8]",Sigmoid,10,1.0,16,48.78048780487805
"[32, 16, 8]",Sigmoid,10,1.0,32,51.21951219512195
"[32, 16, 8]",Sigmoid,10,1.0,64,51.21951219512195
"[32, 16, 8]",Sigmoid,10,1.0,128,51.21951219512195
"[32, 16, 8]",Sigmoid,10,1.0,256,51.21951219512195
"[32, 16, 8]",Sigmoid,10,1.0,512,48.78048780487805
"[32, 16, 8]",Sigmoid,10,0.1,16,88.29268292682927
"[32, 16, 8]",Sigmoid,10,0.1,32,88.29268292682927
"[32, 16, 8]",Sigmoid,10,0.1,64,87.8048780487805
"[32, 16, 8]",Sigmoid,10,0.1,128,87.3170731707317
"[32, 16, 8]",Sigmoid,10,0.1,256,86.34146341463415
"[32, 16, 8]",Sigmoid,10,0.1,512,84.8780487804878
"[32, 16, 8]",Sigmoid,10,0.01,16,87.8048780487805
"[32, 16, 8]",Sigmoid,10,0.01,32,87.8048780487805
"[32, 16, 8]",Sigmoid,10,0.01,64,87.3170731707317
"[32, 16, 8]",Sigmoid,10,0.01,128,86.82926829268293
"[32, 16, 8]",Sigmoid,10,0.01,256,82.4390243902439
"[32, 16, 8]",Sigmoid,10,0.01,512,48.78048780487805
"[32, 16, 8]",Sigmoid,10,0.001,16,85.36585365853658
"[32, 16, 8]",Sigmoid,10,0.001,32,80.97560975609755
"[32, 16, 8]",Sigmoid,10,0.001,64,78.53658536585365
"[32, 16, 8]",Sigmoid,10,0.001,128,51.21951219512195
"[32, 16, 8]",Sigmoid,10,0.001,256,51.21951219512195
"[32, 16, 8]",Sigmoid,10,0.001,512,48.78048780487805
"[32, 16, 8]",Sigmoid,10,0.0001,16,51.21951219512195
"[32, 16, 8]",Sigmoid,10,0.0001,32,51.21951219512195
"[32, 16, 8]",Sigmoid,10,0.0001,64,48.78048780487805
"[32, 16, 8]",Sigmoid,10,0.0001,128,51.21951219512195
"[32, 16, 8]",Sigmoid,10,0.0001,256,51.21951219512195
"[32, 16, 8]",Sigmoid,10,0.0001,512,51.21951219512195
"[32, 16, 8]",Sigmoid,25,10.0,16,51.21951219512195
"[32, 16, 8]",Sigmoid,25,10.0,32,51.21951219512195
"[32, 16, 8]",Sigmoid,25,10.0,64,48.78048780487805
"[32, 16, 8]",Sigmoid,25,10.0,128,48.78048780487805
"[32, 16, 8]",Sigmoid,25,10.0,256,48.78048780487805
"[32, 16, 8]",Sigmoid,25,10.0,512,51.21951219512195
"[32, 16, 8]",Sigmoid,25,1.0,16,51.21951219512195
"[32, 16, 8]",Sigmoid,25,1.0,32,51.21951219512195
"[32, 16, 8]",Sigmoid,25,1.0,64,51.21951219512195
"[32, 16, 8]",Sigmoid,25,1.0,128,51.21951219512195
"[32, 16, 8]",Sigmoid,25,1.0,256,51.21951219512195
"[32, 16, 8]",Sigmoid,25,1.0,512,48.78048780487805
"[32, 16, 8]",Sigmoid,25,0.1,16,86.82926829268293
"[32, 16, 8]",Sigmoid,25,0.1,32,97.5609756097561
"[32, 16, 8]",Sigmoid,25,0.1,64,87.3170731707317
"[32, 16, 8]",Sigmoid,25,0.1,128,88.29268292682927
"[32, 16, 8]",Sigmoid,25,0.1,256,89.26829268292683
"[32, 16, 8]",Sigmoid,25,0.1,512,87.8048780487805
"[32, 16, 8]",Sigmoid,25,0.01,16,89.26829268292683
"[32, 16, 8]",Sigmoid,25,0.01,32,87.8048780487805
"[32, 16, 8]",Sigmoid,25,0.01,64,87.8048780487805
"[32, 16, 8]",Sigmoid,25,0.01,128,87.3170731707317
"[32, 16, 8]",Sigmoid,25,0.01,256,86.34146341463415
"[32, 16, 8]",Sigmoid,25,0.01,512,83.41463414634147
"[32, 16, 8]",Sigmoid,25,0.001,16,86.82926829268293
"[32, 16, 8]",Sigmoid,25,0.001,32,85.36585365853658
"[32, 16, 8]",Sigmoid,25,0.001,64,85.36585365853658
"[32, 16, 8]",Sigmoid,25,0.001,128,79.51219512195122
"[32, 16, 8]",Sigmoid,25,0.001,256,66.82926829268293
"[32, 16, 8]",Sigmoid,25,0.001,512,48.78048780487805
"[32, 16, 8]",Sigmoid,25,0.0001,16,71.70731707317073
"[32, 16, 8]",Sigmoid,25,0.0001,32,48.78048780487805
"[32, 16, 8]",Sigmoid,25,0.0001,64,51.21951219512195
"[32, 16, 8]",Sigmoid,25,0.0001,128,51.21951219512195
"[32, 16, 8]",Sigmoid,25,0.0001,256,48.78048780487805
"[32, 16, 8]",Sigmoid,25,0.0001,512,48.78048780487805
"[32, 16, 8]",Sigmoid,50,10.0,16,48.78048780487805
"[32, 16, 8]",Sigmoid,50,10.0,32,48.78048780487805
"[32, 16, 8]",Sigmoid,50,10.0,64,48.78048780487805
"[32, 16, 8]",Sigmoid,50,10.0,128,51.21951219512195
"[32, 16, 8]",Sigmoid,50,10.0,256,51.21951219512195
"[32, 16, 8]",Sigmoid,50,10.0,512,48.78048780487805
"[32, 16, 8]",Sigmoid,50,1.0,16,48.78048780487805
"[32, 16, 8]",Sigmoid,50,1.0,32,51.21951219512195
"[32, 16, 8]",Sigmoid,50,1.0,64,48.78048780487805
"[32, 16, 8]",Sigmoid,50,1.0,128,51.21951219512195
"[32, 16, 8]",Sigmoid,50,1.0,256,48.78048780487805
"[32, 16, 8]",Sigmoid,50,1.0,512,51.21951219512195
"[32, 16, 8]",Sigmoid,50,0.1,16,96.09756097560975
"[32, 16, 8]",Sigmoid,50,0.1,32,98.53658536585365
"[32, 16, 8]",Sigmoid,50,0.1,64,99.02439024390245
"[32, 16, 8]",Sigmoid,50,0.1,128,87.8048780487805
"[32, 16, 8]",Sigmoid,50,0.1,256,88.29268292682927
"[32, 16, 8]",Sigmoid,50,0.1,512,88.29268292682927
"[32, 16, 8]",Sigmoid,50,0.01,16,90.2439024390244
"[32, 16, 8]",Sigmoid,50,0.01,32,90.2439024390244
"[32, 16, 8]",Sigmoid,50,0.01,64,90.2439024390244
"[32, 16, 8]",Sigmoid,50,0.01,128,89.26829268292683
"[32, 16, 8]",Sigmoid,50,0.01,256,87.3170731707317
"[32, 16, 8]",Sigmoid,50,0.01,512,87.3170731707317
"[32, 16, 8]",Sigmoid,50,0.001,16,87.3170731707317
"[32, 16, 8]",Sigmoid,50,0.001,32,86.82926829268293
"[32, 16, 8]",Sigmoid,50,0.001,64,86.34146341463415
"[32, 16, 8]",Sigmoid,50,0.001,128,84.39024390243902
"[32, 16, 8]",Sigmoid,50,0.001,256,82.92682926829268
"[32, 16, 8]",Sigmoid,50,0.001,512,72.6829268292683
"[32, 16, 8]",Sigmoid,50,0.0001,16,83.41463414634147
"[32, 16, 8]",Sigmoid,50,0.0001,32,72.6829268292683
"[32, 16, 8]",Sigmoid,50,0.0001,64,51.21951219512195
"[32, 16, 8]",Sigmoid,50,0.0001,128,51.21951219512195
"[32, 16, 8]",Sigmoid,50,0.0001,256,48.78048780487805
"[32, 16, 8]",Sigmoid,50,0.0001,512,51.21951219512195
"[32, 16, 8]",Sigmoid,100,10.0,16,51.21951219512195
"[32, 16, 8]",Sigmoid,100,10.0,32,48.78048780487805
"[32, 16, 8]",Sigmoid,100,10.0,64,48.78048780487805
"[32, 16, 8]",Sigmoid,100,10.0,128,51.21951219512195
"[32, 16, 8]",Sigmoid,100,10.0,256,51.21951219512195
"[32, 16, 8]",Sigmoid,100,10.0,512,51.21951219512195
"[32, 16, 8]",Sigmoid,100,1.0,16,51.21951219512195
"[32, 16, 8]",Sigmoid,100,1.0,32,48.78048780487805
